relative_path,epsilon,true_index,true_label,clean_predicted_index,clean_predicted_label,adversarial_predicted_index,adversarial_predicted_label,clean_correct,attack_success,linf
Tug\Tug_1019.jpeg,0.05,9,Tug,9,Tug,1,Bulkers,True,True,0.050000012
Tug\Tug_1020.jpeg,0.05,9,Tug,1,Bulkers,1,Bulkers,False,False,0.050000012
Tug\Tug_1021.jpeg,0.05,9,Tug,6,Recreational,6,Recreational,False,False,0.050000012
Tug\Tug_1022.jpeg,0.05,9,Tug,9,Tug,6,Recreational,True,True,0.050000012
Tug\Tug_1023.jpeg,0.05,9,Tug,9,Tug,1,Bulkers,True,True,0.050000012
Tug\Tug_1024.jpeg,0.05,9,Tug,6,Recreational,6,Recreational,False,False,0.050000012
Tug\Tug_1025.jpeg,0.05,9,Tug,9,Tug,6,Recreational,True,True,0.050000012
Tug\Tug_1026.jpeg,0.05,9,Tug,9,Tug,6,Recreational,True,True,0.050000012
Tug\Tug_1027.jpeg,0.05,9,Tug,9,Tug,1,Bulkers,True,True,0.050000012
Tug\Tug_1028.jpeg,0.05,9,Tug,9,Tug,1,Bulkers,True,True,0.050000012
Tug\Tug_1029.jpeg,0.05,9,Tug,6,Recreational,6,Recreational,False,False,0.050000012
Tug\Tug_1030.jpeg,0.05,9,Tug,1,Bulkers,1,Bulkers,False,False,0.050000012
Tug\Tug_1031.jpeg,0.05,9,Tug,1,Bulkers,1,Bulkers,False,False,0.050000012
Tug\Tug_1032.jpeg,0.05,9,Tug,6,Recreational,6,Recreational,False,False,0.050000012
Tug\Tug_1033.jpeg,0.05,9,Tug,6,Recreational,6,Recreational,False,False,0.050000012
Tug\Tug_11.jpeg,0.05,9,Tug,9,Tug,6,Recreational,True,True,0.050000012
Tug\Tug_12.jpeg,0.05,9,Tug,8,Submarine,8,Submarine,False,False,0.050000012
Tug\Tug_13.jpeg,0.05,9,Tug,9,Tug,8,Submarine,True,True,0.050000012
Tug\Tug_14.jpeg,0.05,9,Tug,9,Tug,7,Sailboat,True,True,0.050000012
Tug\Tug_15.jpeg,0.05,9,Tug,9,Tug,7,Sailboat,True,True,0.050000012
Tug\Tug_16.jpeg,0.05,9,Tug,9,Tug,1,Bulkers,True,True,0.050000012
Tug\Tug_17.jpeg,0.05,9,Tug,9,Tug,8,Submarine,True,True,0.050000012
Tug\Tug_18.jpeg,0.05,9,Tug,9,Tug,1,Bulkers,True,True,0.050000012
Tug\Tug_19.jpeg,0.05,9,Tug,9,Tug,0,Aircraft Carrier,True,True,0.050000012
Tug\Tug_2.jpeg,0.05,9,Tug,9,Tug,0,Aircraft Carrier,True,True,0.050000012
Tug\Tug_20.jpeg,0.05,9,Tug,9,Tug,6,Recreational,True,True,0.050000012
Tug\Tug_21.jpeg,0.05,9,Tug,9,Tug,1,Bulkers,True,True,0.050000012
Tug\Tug_22.jpeg,0.05,9,Tug,9,Tug,1,Bulkers,True,True,0.050000012
Tug\Tug_23.jpeg,0.05,9,Tug,9,Tug,5,DDG,True,True,0.050000012
Tug\Tug_24.jpeg,0.05,9,Tug,9,Tug,1,Bulkers,True,True,0.050000012
Tug\Tug_25.jpeg,0.05,9,Tug,9,Tug,1,Bulkers,True,True,0.050000012
Tug\Tug_26.jpeg,0.05,9,Tug,9,Tug,5,DDG,True,True,0.050000012
Tug\Tug_27.jpeg,0.05,9,Tug,9,Tug,1,Bulkers,True,True,0.050000012
Tug\Tug_28.jpeg,0.05,9,Tug,9,Tug,7,Sailboat,True,True,0.050000012
Tug\Tug_29.jpeg,0.05,9,Tug,1,Bulkers,1,Bulkers,False,False,0.050000012
Tug\Tug_3.jpeg,0.05,9,Tug,9,Tug,6,Recreational,True,True,0.050000012
Tug\Tug_30.jpeg,0.05,9,Tug,9,Tug,6,Recreational,True,True,0.050000012
Tug\Tug_31.jpeg,0.05,9,Tug,9,Tug,3,Container Ship,True,True,0.050000012
Tug\Tug_32.jpeg,0.05,9,Tug,9,Tug,1,Bulkers,True,True,0.050000012
Tug\Tug_33.jpeg,0.05,9,Tug,9,Tug,5,DDG,True,True,0.050000012
Tug\Tug_34.jpeg,0.05,9,Tug,9,Tug,1,Bulkers,True,True,0.050000012
Tug\Tug_35.jpeg,0.05,9,Tug,9,Tug,1,Bulkers,True,True,0.050000012
Tug\Tug_4.jpeg,0.05,9,Tug,9,Tug,6,Recreational,True,True,0.050000012
Tug\Tug_5.jpeg,0.05,9,Tug,9,Tug,1,Bulkers,True,True,0.050000012
Tug\Tug_6.jpeg,0.05,9,Tug,9,Tug,1,Bulkers,True,True,0.050000012
Tug\Tug_7.jpeg,0.05,9,Tug,9,Tug,6,Recreational,True,True,0.050000012
Tug\Tug_8.jpeg,0.05,9,Tug,9,Tug,1,Bulkers,True,True,0.050000012
Tug\Tug_9.jpeg,0.05,9,Tug,9,Tug,6,Recreational,True,True,0.050000012
